VESSEL;Containers;
V2;19
V26;0
V0;0
V16;0
V41;4
V34;0
V32;0
V11;0
V13;0
V18;1
V37;0
V36;20
V7;0
V27;328
V12;0
V21;0
V15;6
V30;6
V29;13
V6;0
V40;48
V5;22
V3;90
V25;0
V24;9
V19;7
V39;10
V14;37
V4;19
V38;0
V8;0
V31;2
V23;14
V28;2
V35;0
V10;0
V17;0
V33;0
V9;253
V1;1
V22;23
V20;0
