VESSEL;Containers;
V2;427
V26;0
V0;2
V16;31
V41;2
V34;2
V32;3
V11;8
V13;3
V18;14
V37;3
V36;1822
V35;1
V27;246
V12;9
V21;3
V15;1200
V30;588
V29;209
V6;0
V40;704
V5;534
V3;497
V25;58
V1;169
V19;284
V39;419
V14;1115
V4;560
V38;285
V8;26
V31;95
V23;723
V28;717
V7;1
V10;1
V17;404
V33;371
V9;454
V24;139
V22;235
V20;0
