VESSEL;Containers;
V2;265
V26;1
V0;4
V16;9
V41;8
V34;0
V32;1
V11;1
V13;0
V18;1
V37;0
V36;913
V7;1
V27;55
V12;1
V21;0
V15;809
V30;583
V29;333
V6;3
V40;205
V5;431
V3;2108
V25;8
V24;37
V19;129
V39;381
V14;780
V4;771
V38;272
V8;48
V31;57
V23;412
V28;283
V35;0
V10;0
V17;311
V33;554
V9;76
V1;19
V22;433
V20;0
